text,Score
this is the firstbank they won t show you when a misunderstanding occurs people are always quick to take up arms bu,neutral
i m having the same problem what s happening,negative
unable to dm your handle,negative
good morning saturday happyweekend restmode,neutral
pls refund my cash back this is the second day,negative
i want to open an account with access bank what do i need but i already have an account before,neutral
please i don t understand this and i need to make urgent transaction why that you have reach your transactions limit,neutral
oya it s time to challenge our friends that always flog us on fifa let em come and show us real life skills join fcmbc,neutral
usd jpy a continuing drop in ust jgb yield differentials could send pair to citibank via fxstreet forex fx,neutral
hi everyone please nominate in this thread,neutral
my friend tola lost all her stored goods and shop in the balogun fire please your little token will help her bounce,neutral
good evening pls how do i know my card is ready without an sms,neutral
it s been eight days already your customer care asked me to wait to get reversal of a pos transaction i h,negative
hello please my have been hanging since saturday and i ve called your customer care and they,negative
fav influencers that must be there,neutral
i recharge myself twice using ussd codes and i got debited but my mobile number wa,neutral
i m glad to hear that under the present circumstances you re taking the necessary steps to have this is,neutral
don t worry beach happy sterling s got your back this summer visit any sterling branch near you to apply,positive 
pleae you have been very decent for awhile please don t spoil it i haven t been able to use my a,neutral
true nigerians will go for c,neutral
try out the new firstmobile app from first bank,positive 
i paid for my dstv subscription through zenith mobile app but i when i called an dstv agent he told me,neutral
i was sent naira instead of crediting my account i was debited by naira while my account b,negative
hot pap and akara bean cake,neutral
please i bought airtime from my account the money was deducted and have not gotten,negative
good morning guys my friend lost all her goods to the balogun fire yesterday she just restocked for christmas and everyt,neutral
